"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"NA-1112-1",NA,1112,0,1,"Gaetanus minutus","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 1000-3000","Takenaka2012",NA,"10.1093/molbev/mss009",NA,"urn:lsid:marinespecies.org:taxname:346489","Gaetanus minutus (Sars G.O., 1907)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Aetideidae","Gaetanus","Calanoid","converted from categorical",NA,"P. Pata","2023-08-15",4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-1112-1",NA,NA
"NA-4057-2",NA,4057,0,2,"Oithona atlantica","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Originally recorded as all depths","Fulton1968",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:106642","Oithona atlantica Farran, 1908","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Non-calanoid","converted from categorical",NA,"P. Pata","2023-08-15",2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4057-2",NA,NA
"NA-49-1",NA,49,0,1,"Cyphocaris faurei","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0 to 2500 m. Maximum densities from 100-200 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:214723","Cyphocaris faurei K.H. Barnard, 1916","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-49-1",NA,NA
"NA-49-1",NA,49,0,1,"Cyphocaris faurei","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0 to 2500 m. Maximum densities from 100-200 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:214723","Cyphocaris faurei K.H. Barnard, 1916","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-49-1",NA,NA
"NA-49-1",NA,49,0,1,"Cyphocaris faurei","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0 to 2500 m. Maximum densities from 100-200 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:214723","Cyphocaris faurei K.H. Barnard, 1916","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-49-1",NA,NA
"NA-4492-1",NA,4492,0,1,"Mikroconchoecia acuticosta","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-2274 m; 20-100 m; Depth range: 20-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127819","Mikroconchoecia acuticosta Müller, G. W., 1906","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4492-1",NA,NA
"NA-4492-1",NA,4492,0,1,"Mikroconchoecia acuticosta","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-2274 m; 20-100 m; Depth range: 20-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127819","Mikroconchoecia acuticosta Müller, G. W., 1906","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4492-1",NA,NA
"NA-4492-1",NA,4492,0,1,"Mikroconchoecia acuticosta","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-2274 m; 20-100 m; Depth range: 20-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:127819","Mikroconchoecia acuticosta Müller, G. W., 1906","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Mikroconchoecia","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4492-1",NA,NA
"NA-4476-1",NA,4476,0,1,"Macrocypridina poulseni","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 50-4000 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:176752","Macrocypridina poulseni Martens, 1979","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cypridinidae","Macrocypridina","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4476-1",NA,NA
"NA-4476-1",NA,4476,0,1,"Macrocypridina poulseni","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 50-4000 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:176752","Macrocypridina poulseni Martens, 1979","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cypridinidae","Macrocypridina","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4476-1",NA,NA
"NA-4476-1",NA,4476,0,1,"Macrocypridina poulseni","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 50-4000 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:176752","Macrocypridina poulseni Martens, 1979","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cypridinidae","Macrocypridina","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4476-1",NA,NA
"NA-5099-1",NA,5099,0,1,"Lensia havock","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-3400 m","Mapstone2009",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:135431","Lensia havock Totton, 1941","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5099-1",NA,NA
"NA-5099-1",NA,5099,0,1,"Lensia havock","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-3400 m","Mapstone2009",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:135431","Lensia havock Totton, 1941","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5099-1",NA,NA
"NA-5099-1",NA,5099,0,1,"Lensia havock","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-3400 m","Mapstone2009",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:135431","Lensia havock Totton, 1941","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Lensia","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5099-1",NA,NA
"NA-5034-1",NA,5034,0,1,"Chuniphyes moserae","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: deep water, from 0-2200 m tow","Mapstone2009",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:135408","Chuniphyes moserae Totton, 1954","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Chuniphyes","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5034-1",NA,NA
"NA-5034-1",NA,5034,0,1,"Chuniphyes moserae","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: deep water, from 0-2200 m tow","Mapstone2009",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:135408","Chuniphyes moserae Totton, 1954","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Chuniphyes","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5034-1",NA,NA
"NA-5034-1",NA,5034,0,1,"Chuniphyes moserae","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: deep water, from 0-2200 m tow","Mapstone2009",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:135408","Chuniphyes moserae Totton, 1954","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Chuniphyes","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5034-1",NA,NA
"NA-5046-1",NA,5046,0,1,"Crystallophyes amygdalina","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 380-2000+","Mapstone2014",NA,"10.1371/journal.pone.0087737",NA,"urn:lsid:marinespecies.org:taxname:135414","Crystallophyes amygdalina Moser, 1925","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Crystallophyes","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5046-1",NA,NA
"NA-5046-1",NA,5046,0,1,"Crystallophyes amygdalina","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 380-2000+","Mapstone2014",NA,"10.1371/journal.pone.0087737",NA,"urn:lsid:marinespecies.org:taxname:135414","Crystallophyes amygdalina Moser, 1925","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Crystallophyes","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5046-1",NA,NA
"NA-5046-1",NA,5046,0,1,"Crystallophyes amygdalina","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 380-2000+","Mapstone2014",NA,"10.1371/journal.pone.0087737",NA,"urn:lsid:marinespecies.org:taxname:135414","Crystallophyes amygdalina Moser, 1925","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Crystallophyes","Siphonophore","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-5046-1",NA,NA
"NA-3060-1",NA,3060,0,1,"Thysanopoda","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-4000","Nemoto1966",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110680","Thysanopoda Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanopoda","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3060-1",NA,NA
"NA-3060-1",NA,3060,0,1,"Thysanopoda","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-4000","Nemoto1966",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110680","Thysanopoda Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanopoda","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3060-1",NA,NA
"NA-3060-1",NA,3060,0,1,"Thysanopoda","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-4000","Nemoto1966",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110680","Thysanopoda Milne Edwards, 1830","Genus","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanopoda","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3060-1",NA,NA
"NA-3033-1",NA,3033,0,1,"Nematobrachion","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 100-1000","Nemoto1966",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110675","Nematobrachion Calman, 1905","Genus","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematobrachion","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3033-1",NA,NA
"NA-3033-1",NA,3033,0,1,"Nematobrachion","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 100-1000","Nemoto1966",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110675","Nematobrachion Calman, 1905","Genus","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematobrachion","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3033-1",NA,NA
"NA-3033-1",NA,3033,0,1,"Nematobrachion","VD.bathypelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 100-1000","Nemoto1966",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110675","Nematobrachion Calman, 1905","Genus","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematobrachion","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3033-1",NA,NA
"181-4935-1",181,4935,0,1,"Linuche unguiculata","TG.carnivore","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prey description: Prey on copepods, shrimp, chaetognaths, fishes","WrobelMills1998",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:221098","Linuche unguiculata (Swartz, 1788)","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Linuchidae","Linuche","Scyphomedusae","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"140-4935-1",NA,NA
"NA-4397-1",NA,4397,0,1,"Conchoecia rudyakovi","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-1000; Most abundant at 0-500; rarely occurs deeper than 750-1000","Chavtur2018",NA,"10.11646/zootaxa.4516.1.1 ",NA,"urn:lsid:marinespecies.org:taxname:1314226","Conchoecia rudyakovi Chavtur, in Chavtur & Bashmanov, 2018","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4397-1",NA,NA
"NA-4397-1",NA,4397,0,1,"Conchoecia rudyakovi","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-1000; Most abundant at 0-500; rarely occurs deeper than 750-1000","Chavtur2018",NA,"10.11646/zootaxa.4516.1.1 ",NA,"urn:lsid:marinespecies.org:taxname:1314226","Conchoecia rudyakovi Chavtur, in Chavtur & Bashmanov, 2018","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4397-1",NA,NA
"NA-203-1",NA,203,0,1,"Pseudorchomene plebs","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-1000 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:597786","Pseudorchomene plebs (Hurley, 1965)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Pseudorchomene","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-203-1",NA,NA
"NA-203-1",NA,203,0,1,"Pseudorchomene plebs","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-1000 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:597786","Pseudorchomene plebs (Hurley, 1965)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Pseudorchomene","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-203-1",NA,NA
"NA-75-1",NA,75,0,1,"Eusirus antarcticus","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-547 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:237719","Eusirus antarcticus Thomson, 1880","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-75-1",NA,NA
"NA-75-1",NA,75,0,1,"Eusirus antarcticus","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-547 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:237719","Eusirus antarcticus Thomson, 1880","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Eusirus","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-75-1",NA,NA
"NA-240-1",NA,240,0,1,"Themisto gaudichaudii","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-900 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:325384","Themisto gaudichaudii Guérin, 1825","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-240-1",NA,NA
"NA-240-1",NA,240,0,1,"Themisto gaudichaudii","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-900 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:325384","Themisto gaudichaudii Guérin, 1825","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-240-1",NA,NA
"NA-198-1",NA,198,0,1,"Primno macropa","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-500 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:180759","Primno macropa Guérin-Méneville, 1836","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-198-1",NA,NA
"NA-198-1",NA,198,0,1,"Primno macropa","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-500 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:180759","Primno macropa Guérin-Méneville, 1836","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno","Amphipod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-198-1",NA,NA
"NA-3028-1",NA,3028,0,1,"Euphausia vallentini","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-900 m; max from 150-200 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:221054","Euphausia vallentini Stebbing, 1900","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3028-1",NA,NA
"NA-3028-1",NA,3028,0,1,"Euphausia vallentini","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-900 m; max from 150-200 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:221054","Euphausia vallentini Stebbing, 1900","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3028-1",NA,NA
"NA-3038-1",NA,3038,0,1,"Nematoscelis megalops","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110695","Nematoscelis megalops G.O. Sars, 1883","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3038-1",NA,NA
"NA-3038-1",NA,3038,0,1,"Nematoscelis megalops","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:110695","Nematoscelis megalops G.O. Sars, 1883","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Euphausiid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3038-1",NA,NA
"NA-3629-1",NA,3629,0,1,"Pseudomma magellanensis","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:226667","Pseudomma magellanensis O. Tattersall, 1955","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Pseudomma","Mysid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3629-1",NA,NA
"NA-3629-1",NA,3629,0,1,"Pseudomma magellanensis","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 0-300 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:226667","Pseudomma magellanensis O. Tattersall, 1955","Species","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Pseudomma","Mysid","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-3629-1",NA,NA
"NA-4402-1",NA,4402,0,1,"Conchoecilla chuni","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-3750 m; Depth range: Mesopelagic; mostly 30 -600","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:172482","Conchoecilla chuni (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecilla","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4402-1",NA,NA
"NA-4402-1",NA,4402,0,1,"Conchoecilla chuni","VD.mesopelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-3750 m; Depth range: Mesopelagic; mostly 30 -600","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:172482","Conchoecilla chuni (Müller, G. W., 1906)","Species","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecilla","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4402-1",NA,NA
"NA-4545-1",NA,4545,0,1,"Philomedes eugeniae","VD.epipelagic","1",NA,"binary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Depth range: 9-876 m","Guglielmo1997",NA,NA,NA,"urn:lsid:marinespecies.org:taxname:291451","Philomedes eugeniae Skogsberg, 1920","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Philomedes","Ostracod","converted from categorical",NA,"P. Pata","2023-08-15",1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,"141-4545-1",NA,NA
